Rank,Name,Net Worth,Age,Source,Country
1796,Anthony Casalena,$1.7 B,41,Software,United States
1797,Xie Juhua & family,$1.7 B,73,Pharmaceuticals,China
1798,Huang Dawen,$1.6 B,63,Silicon,Hong Kong
1799,Chen Kaichen,$1.6 B,,Household chemicals,China
1800,Paul Sciarra,$1.6 B,42,Pinterest,United States
1801,Keeree Kanjanapas,$1.6 B,73,Transportation,Thailand
1802,Wang Changtian,$1.6 B,58,"TV, movie production",China
1803,Kim Jun-ki,$1.6 B,79,Diversified,South Korea
1804,Ren Jianhua,$1.6 B,67,Kitchen appliances,China
1805,Meng Qingshan & family,$1.6 B,75,Chemicals,China
1806,Keiichi Shibahara,$1.6 B,59,Healthcare,Japan
1807,Gavril Yushvaev & family,$1.6 B,66,"Precious metals, real estate",Russia
1808,Yusaku Maezawa,$1.6 B,48,online retail,Japan
1809,Jim Crane,$1.6 B,69,"Logistics, baseball",United States
1810,Faruk Eczacibasi,$1.6 B,69,"Pharmaceuticals, diversified",Turkey
1811,Zhou Hongyi,$1.6 B,53,Security software,China
1812,Timothy Headington,$1.6 B,73,"Oil & gas, investments",United States
1813,Robert Clark,$1.6 B,64,Construction,United States
1814,Xu Yingzhuo,$1.6 B,56,Agribusiness,China
1815,Nicholas Pritzker,$1.6 B,80,"Hotels, investments",United States
1816,Wu Lanlan & family,$1.6 B,50,Packaging,China
1817,Jin Lei & family,$1.6 B,69,Medical equipment,China
1818,Sze Man Bok,$1.6 B,74,Hygiene products,China
1819,Li Min,$1.6 B,58,Semiconductor,China
1820,Amy Adams Strunk,$1.6 B,68,Tennessee Titans,United States
1821,Rajinder Gupta,$1.6 B,64,"Textiles, paper",India
1822,Eiichi Kuriwada,$1.6 B,77,Package delivery,Japan
1823,Zhang Li,$1.6 B,70,Real estate,China
1824,Andreas Pohl,$1.6 B,59,Mutual funds,Germany
1824,Reinfried Pohl Jr,$1.6 B,64,Mutual funds,Germany
1826,Wang Zhenghua,$1.6 B,79,Budget airline,China
1827,Clifford Asness,$1.6 B,57,Money management,United States
1828,Li Haiyan,$1.6 B,,Restaurants,China
1829,Koh Wee Meng,$1.6 B,60,"Real estate, hotels",Singapore
1830,Chen Yung-tai,$1.6 B,87,Real estate,Taiwan
1831,Sandor Csanyi,$1.6 B,70,"Finance, real estate",Hungary
1832,Gary Fegel,$1.6 B,50,"Commodities, investments",Switzerland
1833,Ivan Savvidis & family,$1.6 B,64,Agribusiness,Russia
1834,Kim Jae-young,$1.6 B,50,Online games,South Korea
1835,Jaroslav Hascak & family,$1.6 B,54,Investments,Slovakia
1836,Aloke Lohia,$1.6 B,65,Petrochemicals,India
1837,Herbert Allen Jr & family,$1.6 B,83,Investment banking,United States
1838,Sytse 'Sid' Sijbrandij,$1.6 B,44,Software,Netherlands
1839,Huang Shan,$1.6 B,53,Software,China
1840,Li Rucheng,$1.6 B,72,Apparel,China
1841,Fredrik Österberg,$1.6 B,52,Gambling products,Sweden
1842,Stanley Hubbard,$1.6 B,90,DirecTV,United States
1843,Shyam Bhartia,$1.6 B,71,"Pharmaceuticals, food",India
1844,Laurie Tisch,$1.6 B,72,"Insurance, NFL team",United States
1844,Steven Tisch,$1.6 B,74,Insurance,United States
1846,Gao Yi & family,$1.6 B,55,Pharmaceuticals,China
1847,Hari Bhartia,$1.6 B,67,Diversified,India
1848,Michael Polsky,$1.6 B,74,Electric power,United States
1849,Nerio Alessandri,$1.6 B,62,Gym equipment,Italy
1850,Richard Chang,$1.6 B,77,"Real estate, electronics",Taiwan
1851,Vasily Anisimov,$1.6 B,72,Real estate,Russia
1852,Yan Zhi,$1.6 B,51,Real estate,China
1853,Randal J. Kirk,$1.6 B,69,Pharmaceuticals,United States
1854,Romano Minozzi,$1.6 B,88,"Utilities, diversified",Italy
1855,Paolo Bulgari,$1.6 B,86,Luxury goods,Italy
1856,Nobutoshi Shimamura,$1.6 B,97,retail,Japan
1857,Ron Sim,$1.6 B,65,Retail,Singapore
1858,Alexandra Andresen,$1.6 B,27,Investments,Norway
1858,Katharina Andresen,$1.6 B,28,Investments,Norway
1860,Sebastian Kulczyk,$1.6 B,43,Diversified,Poland
1861,Pawan Munjal,$1.6 B,69,Two wheelers,India
1862,Zhao Hongfei,$1.6 B,49,Software,China
1863,Nikolai Buinov,$1.6 B,56,"Oil, gas",Russia
1864,Lei Jufang,$1.6 B,70,Pharmaceuticals,China
1865,Li Guoqiang,$1.6 B,60,Auto dealerships,China
1866,Robert Fisher,$1.6 B,70,Gap,United States
1867,Terence (Terry) Matthews,$1.6 B,80,Telecom,Canada
1868,William Franke,$1.6 B,86,Low-cost airlines,United States
1869,Chirayu Amin,$1.6 B,77,Pharmaceuticals,India
1870,Philippe Ginestet & family,$1.6 B,70,Retail stores,France
1871,Yu Qibing & family,$1.6 B,58,Glass,China
1872,Bill Gross,$1.6 B,79,Investments,United States
1873,Saban Cemil Kazanci,$1.6 B,62,Energy,Turkey
1874,Alberto Alcocer,$1.6 B,81,Investments,Spain
1875,Daniel Hirschfeld,$1.6 B,82,Fashion retail,United States
1876,Scott Watterson,$1.6 B,68,Fitness equipment,United States
1877,Peter Sperling,$1.6 B,64,Education,United States
1878,Stewart Butterfield,$1.6 B,50,Messaging software,Canada
1879,Wu Yulan,$1.6 B,54,Pharmaceuticals,China
1880,David Hoffmann,$1.6 B,71,"Executive search, investments",United States
1881,Saket Burman,$1.6 B,46,Consumer goods,United Kingdom
1882,Yuan Fugen & family,$1.6 B,73,Metal processing,China
1883,Sekar Vembu,$1.6 B,52,Business software,India
1884,Toto Wolff,$1.6 B,51,Sports,Austria
1885,Jim Koch,$1.6 B,74,Beer,United States
1886,Wilma Tisch,$1.6 B,96,Diversified,United States
1887,Alberto Cortina,$1.6 B,77,Investments,Spain
1888,George Marcus,$1.6 B,82,Real estate,United States
1889,Chen Xueli,$1.6 B,72,Pharmaceuticals,China
1890,Wang Linpeng,$1.6 B,55,Furniture retailing,China
1891,Zadik Bino & family,$1.6 B,80,"Banking, oil",Israel
1892,Gan Zhongru,$1.6 B,75,Pharmaceuticals,China
1893,Sue Gross,$1.6 B,73,Investments,United States
1894,Wang Zhenhua,$1.6 B,61,Real estate,China
1895,Yi Dasheng,$1.6 B,62,Conglomerate,China
1896,Ye Xiaoping,$1.5 B,60,Pharmaceuticals,China
1897,Amnon Shashua,$1.5 B,63,Automotive technology,Israel
1898,Federico De Nora,$1.5 B,55,Electrodes,Italy
1899,Jin Lei,$1.5 B,58,Pharmaceuticals,China
1900,Sunil Vachani,$1.5 B,55,electronics,India
1901,Sunjay Kapur,$1.5 B,52,Auto parts,United States
1902,Xue Xiangdong & family,$1.5 B,64,Software,China
1903,William Heinecke,$1.5 B,74,Hotels,Thailand
1904,Chen Huwen,$1.5 B,53,Stationery,China
1905,Christopher Rokos,$1.5 B,53,Hedge fund,United Kingdom
1906,Terry Snow,$1.5 B,80,"Airports, real estate",Australia
1907,Robert Mouawad,$1.5 B,78,Fine jewelry,Lebanon
1908,Stephen Jarislowsky,$1.5 B,98,Money management,Canada
1909,Gretel Packer,$1.5 B,57,Investments,Australia
1910,Kenny Troutt,$1.5 B,75,Telecom,United States
1911,Werner O. Weber,$1.5 B,84,Electronic components,Switzerland
1912,Suresh Krishna,$1.5 B,87,Auto parts,India
1913,Jia Tianjiang & family,$1.5 B,61,Non-ferrous metals,China
1914,Gordon Wu,$1.5 B,88,Real estate,Hong Kong
1915,Yoshiaki Yoshida,$1.5 B,82,cosmetics,Japan
1916,Evgeny (Eugene) Shvidler,$1.5 B,59,"Metals, investments",United States
1917,Genhuo Shao,$1.5 B,58,Agribusiness,China
1918,Qiu Minxiu,$1.5 B,78,Semiconductors,China
1919,Rubens Menin Teixeira de Souza,$1.5 B,67,"home building, banking",Brazil
1920,Aziz Akhannouch & family,$1.5 B,62,"Petroleum, diversified",Morocco
1921,Hui Lin Chit,$1.5 B,70,Hygiene products,China
1922,Jens von Bahr,$1.5 B,52,Gambling products,Sweden
1923,Sasson Dayan & family,$1.5 B,83,Banking,Brazil
1924,David Feffer,$1.5 B,67,Pulp and paper,Brazil
1925,Fu Guangming & family,$1.5 B,70,Poultry,China
1926,Gu Wei,$1.5 B,58,Consumer electronics,China
1927,Ke Xiping & family,$1.5 B,63,Investments,China
1928,Yu Lili,$1.5 B,56,Electronic components,China
1929,Saroj Rani Gupta,$1.5 B,73,Steel tubes,India
1930,Syed Mokhtar AlBukhary,$1.5 B,72,"Engineering, automotive",Malaysia
1931,Yang Xuegang,$1.5 B,58,Coking,China
1932,Archie Hwang,$1.5 B,71,Semiconductors,Taiwan
1933,Gerald Schwartz,$1.5 B,82,Finance,Canada
1934,Niranjan Hiranandani,$1.5 B,73,Real estate,India
1935,Ahmet Calik,$1.5 B,65,"Energy, banking, construction",Turkey
1936,Christoph Henkel,$1.5 B,65,Consumer goods,Germany
1937,Catherine Phillips,$1.5 B,,investments,Canada
1937,John Phillips,$1.5 B,73,investments,Canada
1939,Zhang Shilong & family,$1.5 B,58,Semiconductor,China
1940,Peter Jackson,$1.5 B,62,"Movies, digital effects",New Zealand
1941,Gary Friedman,$1.5 B,66,Furniture retail,United States
1942,Anne Marie See Pastor,$1.5 B,,Finance,Peru
1942,George Pastor,$1.5 B,,Finance,Peru
1944,Carlos Rodriguez-Pastor,$1.5 B,64,Finance,Peru
1945,Dhruv Sawhney,$1.5 B,79,"Engineering, sugar",India
1946,Liu Gexin & family,$1.5 B,72,Pharmaceuticals,China
1947,Mohammed Dewji,$1.5 B,48,Diversified,Tanzania
1948,Kishin RK,$1.5 B,40,"Real estate, hotels",Singapore
1948,Raj Kumar,$1.5 B,69,"Real estate, hotels",Singapore
1950,Tseng Sing-ai,$1.5 B,,Petrochemicals,Taiwan
1951,Barbara Benetton,$1.5 B,54,"Fashion retail, investments",Italy
1952,Luo Yangyong & family,$1.5 B,48,Mining,China
1953,Axel Stawski,$1.5 B,73,Real estate,United States
1954,Yi Xianzhong & family,$1.5 B,64,Pharmaceuticals,China
1955,Sidney Kimmel,$1.5 B,95,Retail,United States
1956,Cargill MacMillan III,$1.5 B,64,Cargill,United States
1956,John MacMillan,$1.5 B,74,Cargill,United States
1956,Martha MacMillan,$1.5 B,72,Cargill,United States
1956,William MacMillan,$1.5 B,69,Cargill,United States
1960,Suman Munjal,$1.5 B,70,Motorcycles,India
1961,Egon Durban,$1.5 B,50,Private equity,United States
1961,Esther Grether,$1.5 B,88,Art collection,Switzerland
1961,Greg Mondre,$1.5 B,49,Private equity,United States
1961,Justin Yuan,$1.5 B,,Online games,China
1961,Kenneth Hao,$1.5 B,55,Private equity,United States
1961,Mike Repole,$1.5 B,55,Sports drink,United States
1961,Tang Binsen,$1.5 B,41,Beverages,China
1961,Tang Rui,$1.5 B,48,Semiconductors,China
1961,Xu Zhenhua,$1.5 B,,Online games,China
1970,Dong Fan,$1.5 B,,Medical devices,China
1971,Youssef Mansour,$1.5 B,78,Diversified,Egypt
1972,Rao Wei & family,$1.5 B,59,Pharmaceuticals,China
1973,Arvind Lal,$1.5 B,74,Medical diagnostics,India
1974,Renu Munjal,$1.5 B,68,Two wheelers,India
1975,Angela Bennett,$1.5 B,79,Mining,Australia
1976,Bharat Desai,$1.5 B,71,IT consulting,United States
1977,Louis Bacon,$1.5 B,67,Hedge funds,United States
1978,Antti Aarnio-Wihuri,$1.5 B,83,Diversified,Finland
1979,Amit Burman,$1.5 B,54,Consumer goods,India
1980,Ke Zunhong & family,$1.5 B,69,Pharmaceuticals,China
1981,Carmen Thyssen,$1.5 B,80,"Investments, art",Spain
1982,Randal Nardone,$1.5 B,68,"Investments, energy",United States
1983,Chen Wenyuan & family,$1.5 B,56,Testing equipment,China
1984,Lucia Maggi & family,$1.5 B,91,Agribusiness,Brazil
1985,Jerry Moyes & family,$1.5 B,79,Transportation,United States
1986,Ruan Shuilong & family,$1.5 B,88,Chemicals,China
1987,Che Jianxing,$1.5 B,57,Furniture retailing,China
1988,Zhou Zongwen & family,$1.5 B,66,Jewelry,China
1989,Brandt Louie,$1.5 B,80,Drugstores,Canada
1990,Ye Qiongjiu,$1.5 B,69,Software,China
1991,Li Weiwei,$1.5 B,46,Online games,China
1992,Alfred West Jr,$1.5 B,81,Money management,United States
1993,Alice Schwartz,$1.5 B,97,Biotech,United States
1994,Lee Hae-jin,$1.5 B,56,Internet,South Korea
1995,Anatoly Sedykh,$1.5 B,59,Steel pipes,Russia
1996,Yao Kuizhang,$1.5 B,58,Beverages,China
1997,Doris Fisher,$1.5 B,92,Gap,United States
1998,Yuri Shefler,$1.5 B,56,Alcohol,Russia
1999,John Bloor,$1.5 B,80,"Real estate, manufacturing",United Kingdom
2000,Alan Gerry,$1.5 B,95,Cable television,United States
2001,Giammaria Giuliani,$1.5 B,45,Pharmaceuticals,Switzerland
2002,Carlos Sanchez,$1.5 B,61,Generic drugs,Brazil
2003,Lu Yiwen,$1.5 B,37,Jewelry,China
2004,Alan Miller & family,$1.5 B,86,Healthcare services,United States
2005,Henry Engelhardt,$1.5 B,65,Insurance,United States
2006,Nelson Peltz,$1.5 B,81,Investments,United States
2007,Vladimir Bogdanov,$1.5 B,72,Oil,Russia
2008,Jenny Lindén Urnes,$1.5 B,52,Powdered metal,Sweden
2009,Eduard Kucera,$1.5 B,70,Software,Czech Republic
2010,Bulent Eczacibasi,$1.5 B,74,"Pharmaceuticals, diversified",Turkey
2011,Kwee Liong Keng,$1.5 B,78,Real estate,Singapore
2011,Kwee Liong Phing,$1.5 B,66,Real estate,Singapore
2011,Kwee Liong Seen,$1.5 B,70,Real estate,Singapore
2011,Kwee Liong Tek,$1.5 B,77,Real estate,Singapore
2015,William Li,$1.5 B,49,Electric vehicles,China
2016,Alain Taravella,$1.5 B,76,Real estate development,France
2017,David Teoh,$1.5 B,68,Telecom,Australia
2018,He Zhenggang,$1.5 B,69,Chemicals,China
2019,Jeff Tangney,$1.5 B,51,Healthcare IT,United States
2020,Christopher Kwok,$1.5 B,37,Real estate,Hong Kong
2021,Tony Xu,$1.5 B,39,food delivery service,United States
2022,Edward Kwok,$1.5 B,42,Real estate,Hong Kong
2023,Daniel Feffer,$1.5 B,64,Pulp and paper,Brazil
2024,Zhou Yahui,$1.5 B,46,online games,China
2025,Tran Ba Duong & family,$1.5 B,63,Automotive,Vietnam
2026,Krit Ratanarak,$1.5 B,77,"Media, real estate",Thailand
2027,Steve Case,$1.5 B,65,AOL,United States
2028,Xu Chuanhua & family,$1.5 B,89,"Chemicals, logistics",China
2029,Cho Jyh-jer,$1.5 B,,Semiconductors,Taiwan
2030,Jeffrey Cheah,$1.5 B,78,"Property, healthcare",Malaysia
2031,Nigel Austin,$1.5 B,53,Retail,Australia
2032,Masaaki Arai,$1.5 B,58,home sales,Japan
2033,Lai Jianfa,$1.5 B,,Express delivery,China
2034,Mitchell Jacobson,$1.5 B,72,Industrial equipment,United States
2035,Francisco Jose Riberas Mera,$1.5 B,59,"Steel, autoparts",Spain
2036,George Joseph,$1.5 B,102,Insurance,United States
2037,Ruben Feffer,$1.5 B,,Pulp and paper,Brazil
2038,Eric Ya Shen,$1.4 B,53,Online apparel retail,China
2039,Lau Cho Kun,$1.4 B,87,"Palm oil, property",Malaysia
2040,Steven Schuurman,$1.4 B,48,software,Netherlands
2041,Lee Ho-jin,$1.4 B,61,Diversified,South Korea
2042,Dan Wilks,$1.4 B,67,Natural gas,United States
2043,Kagemasa Kozuki,$1.4 B,83,video games,Japan
2044,Thomas von Koch,$1.4 B,57,Asset management,Sweden
2045,Airat Shaimiev,$1.4 B,61,"Refinery, chemicals",Russia
2046,Bernard Lewis & family,$1.4 B,97,Fashion retailer,United Kingdom
2047,Li Xiaohua & family,$1.4 B,62,Packaging,China
2048,Nan Cunhui,$1.4 B,60,Power equipment,China
2049,Shiv Kishan Agrawal,$1.4 B,82,Snacks,India
2050,Shu Ping,$1.4 B,,Restaurants,Singapore
2051,Swift Xie,$1.4 B,44,Drones,China
2052,Antonio Luiz Seabra,$1.4 B,81,Cosmetics,Brazil
2053,Sanjay Agarwal,$1.4 B,53,Banking,India
2054,"Ernest Garcia, III",$1.4 B,41,used cars,United States
2055,Danna Azrieli,$1.4 B,56,Real estate,Israel
2055,Naomi Azrieli,$1.4 B,58,Real estate,Canada
2055,Sharon Azrieli,$1.4 B,63,Real estate,Canada
2058,Sergei Katsiev,$1.4 B,65,"Retail, wholesale",Russia
2059,V. Prem Watsa,$1.4 B,73,"Insurance, investments",Canada
2060,Zeng Kaitian,$1.4 B,49,Online games,China
2061,Michael Tojner,$1.4 B,57,"Batteries, investments",Austria
2062,Tang Jinkui & family,$1.4 B,68,"Textiles, petrochemicals",China
2063,Mario Moretti Polegato & family,$1.4 B,71,Shoes,Italy
2064,Juan Maria Riberas Mera,$1.4 B,55,"Steel, investments",Spain
2065,Pan Dong,$1.4 B,58,Consumer goods,Canada
2066,Mori Arkin,$1.4 B,71,Pharmaceuticals,Israel
2067,Wu Li-gann,$1.4 B,82,Electronic components,Taiwan
2068,Anand Surana,$1.4 B,52,Pharmaceuticals,India
2068,Dilip Surana,$1.4 B,57,Pharmaceuticals,India
2070,William Fisher,$1.4 B,66,Gap,United States
2071,Wang Jianyi,$1.4 B,60,Fiber optic cables,China
2072,Horst Wortmann,$1.4 B,82,Footwear,Germany
2073,Lai Jianping,$1.4 B,,Soy sauce,China
2074,Richard Hayne,$1.4 B,76,Urban Outfitters,United States
2075,Wang Junmin,$1.4 B,55,Pharmaceuticals,China
2076,G.V. Prasad,$1.4 B,63,Pharmaceuticals,India
2077,Pyotr Kondrashev,$1.4 B,74,Investments,Russia
2078,Mike Speiser,$1.4 B,52,Software,United States
2079,Zhang Xiaojuan,$1.4 B,54,Logistics,China
2080,Candido Pinheiro Koren de Lima,$1.4 B,77,"hospitals, health insurance",Brazil
2081,Patricia Angelini Rossi,$1.4 B,69,"Forestry, mining",Chile
2082,Binny Bansal,$1.4 B,41,Flipkart,India
2083,Marius Nacht,$1.4 B,58,Software,Israel
2084,Vincent Lo,$1.4 B,75,Real estate,Hong Kong
2085,Othman Benjelloun & family,$1.4 B,91,"Banking, insurance",Morocco
2086,M.Satyanarayana Reddy,$1.4 B,66,Pharmaceuticals,India
2087,Mochtar Riady & family,$1.4 B,94,diversified,Indonesia
2088,Li Sze Lim,$1.4 B,66,Real estate,Hong Kong
2089,Ke Guihua,$1.4 B,58,Auto parts,China
2090,Ziyavudin Magomedov,$1.4 B,55,"port, gas",Russia
2091,Subhash Runwal,$1.4 B,80,Real estate,India
2092,Soegiarto Adikoesoemo,$1.4 B,85,Chemicals,Indonesia
2093,David Paul,$1.4 B,57,Medical devices,United States
2094,Ali Ghodsi,$1.4 B,45,Data analytics,Sweden
2094,Ayman Hariri,$1.4 B,45,"Construction, investments",Lebanon
2096,Anatoly Lomakin,$1.4 B,71,Investments,Russia
2097,Li Jiaquan,$1.4 B,60,Chemicals,China
2098,Itamar Locks & family,$1.4 B,69,Agribusiness,Brazil
2099,Blairo Maggi,$1.4 B,67,Agribusiness,Brazil
2100,Carsten Maschmeyer,$1.4 B,64,Finance services,Germany
2101,Su Suyu & family,$1.4 B,75,"Utilities, real estate",China
2102,Radik Shaimiev,$1.4 B,59,"Refinery, chemicals",Russia
2103,Chang Kuo-Hua,$1.4 B,69,"Shipping, airlines",Taiwan
2104,Girdhari Jaisinghani,$1.4 B,79,cables & wires,India
2105,Chen Huxiong,$1.4 B,53,Stationery,China
2106,Li Qiong,$1.4 B,46,online games,China
2107,Miao Shouliang,$1.4 B,69,Real estate,China
2108,Martin Selig,$1.4 B,87,Real estate,United States
2109,Rajju Shroff,$1.4 B,90,Agrochemicals,India
2110,J. Christopher Flowers,$1.4 B,66,Investments,United States
2111,Max Levchin,$1.4 B,48,fintech,United States
2112,Zhang Xuexin & family,$1.4 B,76,Aluminum,China
2113,Timothy Springer,$1.4 B,75,Biotech,United States
2114,Michael Lee-Chin,$1.4 B,72,Mutual funds,Canada
2115,Farris Wilks,$1.4 B,71,Natural gas,United States
2116,Cameron Winklevoss,$1.4 B,42,Cryptocurrency,United States
2117,Tyler Winklevoss,$1.4 B,42,Cryptocurrency,United States
2118,Kwek Leng Keow,$1.4 B,72,Diversified,Singapore
2118,Kwek Leng Peck,$1.4 B,68,Diversified,Singapore
2120,Yasuhiro Fukushima,$1.4 B,76,video games,Japan
2121,Fernando Roig,$1.4 B,76,Supermarkets,Spain
2122,Vadim Novinsky,$1.4 B,60,Steel,Ukraine
2123,Pan Laican,$1.4 B,,Soy sauce,China
2124,Drorit Wertheim,$1.4 B,68,Coca Cola Israel,Israel
2125,Tang Aoqi & family,$1.4 B,78,Auto parts,China
2126,George Alexander Muthoot,$1.4 B,68,financial services,India
2126,George Jacob Muthoot,$1.4 B,71,financial services,India
2126,George Thomas Muthoot,$1.4 B,73,financial services,India
2126,Sara George Muthoot,$1.4 B,63,financial services,India
2130,Rihanna,$1.4 B,35,"Music, cosmetics",Barbados
2131,Girdhari Lal Bawri,$1.4 B,76,Pharmaceuticals,India
2132,Jared Smith,$1.4 B,49,Cloud computing,United States
2133,Zakhar Smushkin,$1.4 B,61,"Pulp and paper, diversified",Russia
2134,Ye Guofu,$1.4 B,46,Retail,China
2135,Tony Chen,$1.4 B,74,Electronics,Taiwan
2136,Li Wanqiang,$1.4 B,46,Smartphones,China
2137,Torstein Hagen,$1.4 B,80,Cruises,Norway
2138,Kochouseph Chittilappilly,$1.4 B,73,Electrical appliances,India
2139,Chen Qiongxiang,$1.4 B,,Batteries,China
2140,Jose Isaac Peres & family,$1.4 B,83,Shopping malls,Brazil
2141,Jet Jie Li,$1.4 B,49,package delivery,China
2142,Mao Lixiang & family,$1.4 B,82,Cooking appliances,China
2143,Rameshchandra Jain,$1.4 B,75,Textiles,India
2144,Lin Lairong & family,$1.4 B,55,Iron ore mining,China
2145,John Farber,$1.4 B,98,Chemicals,United States
2146,Hemendra Kothari,$1.4 B,77,Financial services,India
2147,Ho Hung Anh,$1.4 B,53,"Consumer products, banking",Vietnam
2148,Hong Feng,$1.3 B,46,Smartphones,China
2149,Li Xuhui,$1.3 B,55,Soy sauce,China
2150,Wei Huang,$1.3 B,64,Real estate,China
2151,Li Wa,$1.3 B,58,Real estate,Hong Kong
2152,Boris Rotenberg,$1.3 B,66,"Construction, pipes, chemicals",Russia
2153,Hamad bin Jassim bin Jaber Al Thani,$1.3 B,64,Investments,Qatar
2154,John Van Lieshout,$1.3 B,77,Real estate,Australia
2155,Diana Teh Li Shing,$1.3 B,,Banking,Malaysia
2155,Lillian Teh Li Ming,$1.3 B,,Banking,Malaysia
2155,Lillyn Teh Li Hua,$1.3 B,,Finance,Malaysia
2155,William Teh Lee Pang,$1.3 B,,Banking,Malaysia
2159,Wu Yingming,$1.3 B,57,Batteries,China
2160,Michael Heine,$1.3 B,74,Financial services,Australia
2161,Kiki Barki,$1.3 B,84,Coal,Indonesia
2162,Shunsaku Sagami,$1.3 B,32,m&a brokerage,Japan
2163,Haryanto Tjiptodihardjo,$1.3 B,60,Manufacturing,Indonesia
2164,Mu Rongjun,$1.3 B,44,E-commerce,China
2165,Jupally Rameshwar Rao,$1.3 B,68,Real estate,India
2166,Banwari Lal Bawri,$1.3 B,70,Pharmaceuticals,India
2167,Rajendra Agarwal,$1.3 B,64,Pharmaceuticals,India
2168,Nie Tengyun & family,$1.3 B,47,Logistics,China
2169,Annalisa Doris,$1.3 B,53,Financial services,Italy
2170,Massimo Doris,$1.3 B,56,Financial services,Italy
2171,Yu Peidi,$1.3 B,64,Real estate,Hong Kong
2172,Xiang Guangming & family,$1.3 B,60,Waste disposal,China
2173,Igor Rotenberg,$1.3 B,50,"Investments, real estate",Russia
2174,Sandro Veronesi & family,$1.3 B,64,Fashion,Italy
2175,Mark Pincus,$1.3 B,57,Online games,United States
2176,Albert Shigaboutdinov,$1.3 B,71,"Refinery, chemicals",Russia
2177,Cao Ji,$1.3 B,72,Manufacturing,China
2178,Rustem Sulteev,$1.3 B,69,"Refinery, chemicals",Russia
2179,Réal Plourde,$1.3 B,,Convenience stores,Canada
2180,Gabriella Meister,$1.3 B,,Appliances,Germany
2181,Stanley Tang,$1.3 B,31,food delivery app,United States
2182,David McMurtry,$1.3 B,83,Manufacturing,United Kingdom
2183,Ben Francis,$1.3 B,31,Fitness clothing,United Kingdom
2184,Gregg Hymowitz,$1.3 B,58,Asset management,United States
2185,Marina Budiman,$1.3 B,62,Data centers,Indonesia
2186,Joel Greenberg,$1.3 B,66,"Trading, investments",United States
2187,Yang Yunyun,$1.3 B,46,Retail,China
2188,Ulrike Meister,$1.3 B,56,Appliances,Germany
2189,He Zuxun,$1.3 B,58,Pig breeding,China
2190,Hamdi Akin & family,$1.3 B,69,Diversified,Turkey
2191,Simona Giorgetta,$1.3 B,46,Chemical products,Italy
2192,Matthew Roszak,$1.3 B,51,Cryptocurrency,United States
2193,Markus Persson,$1.3 B,44,Computer games,Sweden
2194,Tony Tan Caktiong,$1.3 B,70,Food,Philippines
2195,Carmen Daurella Aguilera,$1.3 B,,Coca-Cola bottler,Spain
2196,Sehat Sutardja,$1.3 B,62,Semiconductors,United States
2197,Cao Jianwei,$1.3 B,45,Semiconductors,China
2198,Bruce Mathieson,$1.3 B,79,Hotels,Australia
2199,Fumio Kaneko,$1.3 B,67,waste management,Japan
2200,Liu Xiucai & family,$1.3 B,66,Chemicals,United States
2201,Heikki Herlin,$1.3 B,37,"Elevators, escalators",Finland
2202,Thierry Cruanes,$1.3 B,56,software,United States
2203,Elena Baturina,$1.3 B,60,"Investments, real estate",Russia
2204,Andy Fang,$1.3 B,31,food delivery app,United States
2205,Charlwin Mao,$1.3 B,,E-commerce,China
2205,Qu Miranda,$1.3 B,38,E-commerce,China
2207,Zhou Chengjian,$1.3 B,58,Fashion retail,China
2208,Franziska Wuerbser,$1.3 B,35,Kitchen appliances,Germany
2209,Jahm Najafi,$1.3 B,60,Investments,United States
2210,Dean Solon,$1.3 B,58,Solar systems,United States
2211,Wan Long,$1.3 B,83,Food,China
2212,Rajesh Sharma,$1.3 B,53,Finance,India
2213,Miao Yongjun,$1.3 B,56,Clinical diagnostics,China
2214,Clemens Toennies,$1.3 B,67,Meat processing,Germany
2214,Robert Toennies,$1.3 B,45,Meat processing,Germany
2216,Ziv Aviram,$1.3 B,64,Automotive technology,Israel
2217,Neide Helena de Moraes,$1.3 B,68,Diversified,Brazil
2218,Jose Ermirio de Moraes Neto,$1.3 B,71,Diversified,Brazil
2218,Jose Roberto Ermirio de Moraes,$1.3 B,66,Diversified,Brazil
2220,Michael Krasny,$1.3 B,70,Retail,United States
2221,Kenneth Tuchman,$1.3 B,64,Call centers,United States
2222,Shay Banon,$1.3 B,46,search engine,Israel
2223,Min-Liang Tan,$1.3 B,46,gaming,Singapore
2224,Zsolt Felcsuti,$1.3 B,52,Manufacturing,Hungary
2225,Timothy Dunn & family,$1.3 B,68,Energy,United States
2226,Hua Shen,$1.3 B,61,Semiconductors,United States
2227,Zhu Yiwen & family,$1.3 B,60,Healthcare,China
2228,Richard Saghian,$1.3 B,42,Fast fashion,United States
2229,Hal Steinbrenner,$1.3 B,55,Sports,United States
2229,Jennifer Steinbrenner Swindal,$1.3 B,64,Sports,United States
2229,Jessica Steinbrenner,$1.3 B,59,Sports,United States
2232,Seth Klarman,$1.3 B,66,Investments,United States
2233,Ryan Graves,$1.3 B,40,Uber,United States
2234,Premchand Godha,$1.3 B,77,pharmaceuticals,India
2235,Sachin Bansal,$1.3 B,42,Flipkart,India
2236,Sjamsul Nursalim,$1.3 B,81,"Tires, retail",Indonesia
2237,Michael Steinhardt,$1.3 B,83,Hedge funds,United States
2238,Martin Moller Nielsen,$1.3 B,59,Aircraft leasing,Denmark
